Date,Time,Mist.net,Family,Genus,Species,Sex,Weight.specimen.&.bag,Weight.bag,Forearm,Age,Reproductive.state,Deposit.code,Site.Category,Site.Code,Habitat,Guild
05/31/14,21:30,B1,Phyllostomidae,Artibeus,Artibeus.obscurus,female,58,16,62.6,adult,PD,N/A,F,F2,matrix,Highly.cluttered.space.canopy.frugivores
05/31/14,22:00,B1,Phyllostomidae,Vampyressa ,Vampyressa.thyone,male,20,N/A,30.9,adult,N/A,N/A,F,F2,matrix,Highly.cluttered.space.canopy.frugivores
05/31/14,22:00,Q1,Phyllostomidae,Lophostoma ,Lophostoma.silvicolum,female,36,11,53.7,adult,N/A,N/A,F,F2,stream,Highly.cluttered.space.gleaning.insectivores
05/31/14,22:30,S2,Phyllostomidae,Carollia,Carollia.perspicillata,female,35,16,42,adult,N/A,N/A,F,F2,edge,Highly.cluttered.space.gleaning.shrub.frugivores
05/31/14,22:30,B2,Phyllostomidae,Artibeus,Artibeus.lituratus,female,102,16,70.9,adult,N/A,N/A,F,F2,matrix,Highly.cluttered.space.canopy.frugivores
05/31/14,22:30,Q1,Phyllostomidae,Artibeus,Artibeus.obscurus,female,53,17,57.5,adult,N/A,N/A,F,F2,stream,Highly.cluttered.space.canopy.frugivores
05/31/14,22:30,Q1,Phyllostomidae,Rhinophylla ,Rhinophylla.pumilio,female,25,16,35.7,adult,N/A,N/A,F,F2,stream,Highly.cluttered.space.gleaning.shrub.frugivores
05/31/14,23:00,S2,Phyllostomidae,Artibeus,Artibeus.planirostris,female,87,16,68.5,adult,N/A,N/A,F,F2,edge,Highly.cluttered.space.canopy.frugivores
05/31/14,23:30,S1,Phyllostomidae,Artibeus,Artibeus.obscurus,female,56,12,60.4,adult,Pr,N/A,F,F2,edge,Highly.cluttered.space.canopy.frugivores
05/31/14,23:30,S2,Phyllostomidae,Carollia,Carollia.perspicillata,female,33,16,42.3,adult,N/A,N/A,F,F2,edge,Highly.cluttered.space.gleaning.shrub.frugivores
06/01/14,18:30,S1,Phyllostomidae,Artibeus,Artibeus.lituratus,female,96,12,74,adult,PD ,N/A,F,F2,edge,Highly.cluttered.space.canopy.frugivores
06/01/14,18:30,B1,Phyllostomidae,Artibeus,Artibeus.planirostris,female,84,16,67.7,adult,N/A,N/A,F,F2,matrix,Highly.cluttered.space.canopy.frugivores
06/01/14,19:00,Q2,Phyllostomidae,Artibeus,Artibeus.planirostris,male,70,12,63.7,adult,S,N/A,F,F2,stream,Highly.cluttered.space.canopy.frugivores
06/01/14,19:00,B1,Phyllostomidae,Vampyriscus,Vampyriscus.bidens,female,30,16,37.7,adult,N/A,N/A,F,F2,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
06/01/14,19:30,Q1,Phyllostomidae,Carollia,Carollia.perspicillata,male,30,12,41.4,adult,N/A,N/A,F,F2,stream,Highly.cluttered.space.gleaning.shrub.frugivores
06/01/14,20:00,S1,Phyllostomidae,Artibeus,Artibeus.lituratus,male,89,12,42.7,adult,S,N/A,F,F2,edge,Highly.cluttered.space.canopy.frugivores
06/01/14,20:30,S2,Phyllostomidae,Artibeus,Artibeus.obscurus,male,51,16,59.5,adult,S,N/A,F,F2,edge,Highly.cluttered.space.canopy.frugivores
06/01/14,20:30,S1,Phyllostomidae,Phyllostomus,Phyllostomus.elongatus,N/A,N/A,N/A,N/A,adult,N/A,N/A,F,F2,edge,Highly.cluttered.space.gleaning.omnivores
06/01/14,20:30,Q1,Phyllostomidae,Rhinophylla ,Rhinophylla.pumilio,female,22,12,33.4,adult,N/A,N/A,F,F2,stream,Highly.cluttered.space.gleaning.shrub.frugivores
06/01/14,21:00,Q1,Phyllostomidae,Desmodus,Desmodus.rotundus,N/A,N/A,N/A,N/A,adult,N/A,N/A,F,F2,stream,Highly.cluttered.space.gleaning.sanguivores
06/01/14,21:30,S1,Phyllostomidae,Artibeus,Artibeus.planirostris,female,81,12,67.8,adult,N/A,N/A,F,F2,edge,Highly.cluttered.space.canopy.frugivores
06/01/14,21:30,S1,Phyllostomidae,Carollia,Carollia.perspicillata,female,37,16,43.8,adult,N/A,N/A,F,F2,edge,Highly.cluttered.space.gleaning.shrub.frugivores
06/01/14,21:30,S2,Phyllostomidae,Rhinophylla ,Rhinophylla.pumilio,female,19,12,33.9,adult,N/A,N/A,F,F2,edge,Highly.cluttered.space.gleaning.shrub.frugivores
06/01/14,22:00,Q2,Phyllostomidae,Artibeus,Artibeus.obscurus,female,49,11,61.1,adult,N/A,N/A,F,F2,stream,Highly.cluttered.space.canopy.frugivores
06/01/14,22:30,Q2,Phyllostomidae,Carollia,Carollia.brevicauda,female,28,12,38.1,adult,N/A,N/A,F,F2,stream,Highly.cluttered.space.gleaning.shrub.frugivores
06/01/14,23:30,S2,Phyllostomidae,Vampyriscus,Vampyriscus.bidens,female,25,11,37.3,adult,N/A,N/A,F,F2,edge,Highly.cluttered.space.gleaning.shrub.frugivores
06/01/14,23:30,B2,Phyllostomidae,Artibeus,Artibeus.planirostris,female,80,17,66.4,adult,N/A,N/A,F,F2,matrix,Highly.cluttered.space.canopy.frugivores
06/02/14,18:00,Q1,Phyllostomidae,Carollia,Carollia.brevicauda,female,25,11,38.3,adult,N/A,N/A,F,F2,stream,Highly.cluttered.space.gleaning.shrub.frugivores
06/02/14,18:30,Q2,Phyllostomidae,Artibeus,Artibeus.planirostris,female,80,16,70.6,adult,N/A,N/A,F,F2,stream,Highly.cluttered.space.canopy.frugivores
06/02/14,19:30,S1,Phyllostomidae,Desmodus,Desmodus.rotundus,N/A,N/A,N/A,N/A,adult,N/A,N/A,F,F2,edge,Highly.cluttered.space.gleaning.sanguivores
06/02/14,21:00,S1,Phyllostomidae,Artibeus,Artibeus.planirostris,male,81,15,70.5,adult,N/A,N/A,F,F2,edge,Highly.cluttered.space.canopy.frugivores
06/02/14,21:30,Q2,Phyllostomidae,Artibeus,Artibeus.obscurus,male,50,15,59,adult,N/A,N/A,F,F2,stream,Highly.cluttered.space.canopy.frugivores
06/02/14,22:30,Q1,Phyllostomidae,Carollia,Carollia.perspicillata,female,35,17,43.3,adult,N/A,N/A,F,F2,stream,Highly.cluttered.space.gleaning.shrub.frugivores
06/02/14,23:00,Q1,Phyllostomidae,Rhinophylla ,Rhinophylla.pumilio,female,29,18,33.3,adult,N/A,N/A,F,F2,stream,Highly.cluttered.space.gleaning.shrub.frugivores
06/02/14,23:30,Q1,Phyllostomidae,Artibeus,Artibeus.planirostris,female,80,11,69.5,adult,N/A,N/A,F,F2,stream,Highly.cluttered.space.canopy.frugivores
06/02/14,23:30,Q1,Phyllostomidae,Tonatia,Tonatia.saurophila,male,38,12,55.8,adult,N/A,N/A,F,F2,stream,Highly.cluttered.space.gleaning.insectivores
06/02/14,23:30,Q2,Phyllostomidae,Artibeus,Artibeus.obscurus,female,52,16,61.7,adult,N/A,N/A,F,F2,stream,Highly.cluttered.space.canopy.frugivores
06/02/14,23:30,Q2,Phyllostomidae,Artibeus,Artibeus.planirostris,female,86,18,66.3,adult,N/A,N/A,F,F2,stream,Highly.cluttered.space.canopy.frugivores
06/02/14,23:30,S2,Phyllostomidae,Rhinophylla ,Rhinophylla.pumilio,female,26,16,33.4,adult,N/A,N/A,F,F2,edge,Highly.cluttered.space.gleaning.shrub.frugivores
06/04/14,18:00,Q1,Phyllostomidae,Carollia,Carollia.benkeithi,female,N/A,N/A,N/A,adult,N/A,N/A,FS,FS2,stream,Highly.cluttered.space.gleaning.shrub.frugivores
06/04/14,18:30,S1,Phyllostomidae,Artibeus,Artibeus.lituratus,male,N/A,N/A,N/A,adult,S,N/A,FS,FS2,edge,Highly.cluttered.space.canopy.frugivores
06/04/14,18:00,S1,Phyllostomidae,Vampyressa ,Vampyressa.thyone,male,N/A,N/A,30.7,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.canopy.frugivores
06/04/14,18:30,Q1,Phyllostomidae,Artibeus,Artibeus.planirostris,female,N/A,N/A,67.6,adult,N/A,N/A,FS,FS2,stream,Highly.cluttered.space.canopy.frugivores
06/04/14,18:00,B1,Phyllostomidae,Tonatia,Tonatia.saurophila,male,N/A,N/A,56.6,adult,N/A,N/A,FS,FS2,matrix,Highly.cluttered.space.gleaning.insectivores
06/04/14,18:00,S2,Phyllostomidae,Carollia,Carollia.perspicillata,female,N/A,N/A,40.3,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.shrub.frugivores
06/04/14,18:00,S2,Phyllostomidae,Carollia,Carollia.perspicillata,female,N/A,N/A,43,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.shrub.frugivores
06/04/14,18:00,S2,Phyllostomidae,Artibeus,Artibeus.planirostris,female,N/A,N/A,67.7,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.canopy.frugivores
06/04/14,18:00,S2,Phyllostomidae,Rhinophylla ,Rhinophylla.pumilio,male,N/A,N/A,32,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.shrub.frugivores
06/04/14,18:00,S1,Phyllostomidae,Trachops ,Trachops.cirrhosus,female,N/A,N/A,58.9,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.carnivores
06/04/14,18:00,S1,Phyllostomidae,Carollia,Carollia.brevicauda,female,N/A,N/A,38.3,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.shrub.frugivores
06/04/14,18:00,S1,Phyllostomidae,Carollia,Carollia.benkeithi,female,N/A,N/A,34,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.shrub.frugivores
06/04/14,18:00,S1,Phyllostomidae,Artibeus,Artibeus.planirostris,female,N/A,N/A,68,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.canopy.frugivores
06/04/14,18:00,Q1,Phyllostomidae,Carollia,Carollia.benkeithi,female,N/A,N/A,34.5,adult,N/A,N/A,FS,FS2,stream,Highly.cluttered.space.gleaning.shrub.frugivores
06/04/14,18:00,Q1,Phyllostomidae,Carollia,Carollia.benkeithi,female,N/A,N/A,35.7,adult,N/A,N/A,FS,FS2,stream,Highly.cluttered.space.gleaning.shrub.frugivores
06/04/14,18:30,B1,Phyllostomidae,Artibeus,Artibeus.lituratus,male,N/A,N/A,72.5,adult,N/A,N/A,FS,FS2,matrix,Highly.cluttered.space.canopy.frugivores
06/04/14,18:30,B1,Phyllostomidae,Artibeus,Artibeus.lituratus,male,N/A,N/A,75.7,adult,S,N/A,FS,FS2,matrix,Highly.cluttered.space.canopy.frugivores
06/04/14,18:30,B1,Phyllostomidae,Artibeus,Artibeus.planirostris,female,N/A,N/A,68.4,adult,N/A,N/A,FS,FS2,matrix,Highly.cluttered.space.canopy.frugivores
06/04/14,19:00,S2,Phyllostomidae,Rhinophylla ,Rhinophylla.pumilio,female,N/A,N/A,32.8,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.shrub.frugivores
06/04/14,18:00,B1,Phyllostomidae,Carollia,Carollia.brevicauda,male,N/A,N/A,40.3,adult,S,N/A,FS,FS2,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
06/04/14,19:00,B2,Phyllostomidae,Vampyressa ,Vampyressa.thyone,male,23,15,30.4,adult,N/A,N/A,FS,FS2,matrix,Highly.cluttered.space.canopy.frugivores
06/04/14,19:00,B2,Phyllostomidae,Carollia,Carollia.brevicauda,male,32,17,38.7,adult,N/A,N/A,FS,FS2,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
06/04/14,19:00,B2,Phyllostomidae,Artibeus,Artibeus.planirostris,female,72,12,67.2,adult,N/A,N/A,FS,FS2,matrix,Highly.cluttered.space.canopy.frugivores
06/04/14,18:00,S1,Phyllostomidae,Phyllostomus,Phyllostomus.hastatus,N/A,N/A,N/A,N/A,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.omnivores
06/04/14,19:00,B2,Phyllostomidae,Artibeus,Artibeus.planirostris,male,72,12,66,adult,N/A,N/A,FS,FS2,matrix,Highly.cluttered.space.canopy.frugivores
06/04/14,19:00,B2,Phyllostomidae,Tonatia,Tonatia.saurophila,male,40,12,N/A,adult,N/A,N/A,FS,FS2,matrix,Highly.cluttered.space.gleaning.insectivores
06/04/14,19:00,B2,Phyllostomidae,Carollia,Carollia.brevicauda,female,30,16,38.7,adult,N/A,N/A,FS,FS2,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
06/04/14,19:00,S1,Phyllostomidae,Carollia,Carollia.brevicauda,female,26,12,38.3,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.shrub.frugivores
06/04/14,19:30,S1,Phyllostomidae,Phyllostomus,Phyllostomus.hastatus,male,N/A,N/A,N/A,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.omnivores
06/04/14,19:30,S1,Phyllostomidae,Artibeus,Artibeus.obscurus,N/A,N/A,N/A,N/A,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.canopy.frugivores
06/04/14,19:30,Q1,Phyllostomidae,Artibeus,Artibeus.planirostris,female,82,16,69.1,adult,N/A,N/A,FS,FS2,stream,Highly.cluttered.space.canopy.frugivores
06/04/14,19:30,B2,Phyllostomidae,Dermanura,Dermanura.anderseni,male,26,17,34.8,adult,N/A,CEBIOMAS0433,FS,FS2,matrix,Highly.cluttered.space.canopy.frugivores
06/04/14,19:30,Q1,Phyllostomidae,Carollia,Carollia.brevicauda,female,N/A,N/A,39.3,Subadult,N/A,N/A,FS,FS2,stream,Highly.cluttered.space.gleaning.shrub.frugivores
06/04/14,19:30,Q1,Phyllostomidae,Carollia,Carollia.brevicauda,female,32,16,39.6,adult,N/A,N/A,FS,FS2,stream,Highly.cluttered.space.gleaning.shrub.frugivores
06/04/14,20:00,B2,Phyllostomidae,Artibeus,Artibeus.obscurus,male,50,16,59.5,adult,N/A,N/A,FS,FS2,matrix,Highly.cluttered.space.canopy.frugivores
06/04/14,20:00,S2,Phyllostomidae,Rhinophylla ,Rhinophylla.pumilio,female,26,16,34.3,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.shrub.frugivores
06/04/14,20:30,S1,Phyllostomidae,Desmodus,Desmodus.rotundus,N/A,N/A,N/A,N/A,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.sanguivores
06/04/14,20:30,S1,Phyllostomidae,Desmodus,Desmodus.rotundus,N/A,N/A,N/A,N/A,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.sanguivores
06/04/14,20:30,S2,Phyllostomidae,Rhinophylla ,Rhinophylla.pumilio,female,22,16,32.5,Subadult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.shrub.frugivores
06/04/14,20:30,Q2,Phyllostomidae,Carollia,Carollia.brevicauda,male,32,16,38.7,adult,N/A,N/A,FS,FS2,stream,Highly.cluttered.space.gleaning.shrub.frugivores
06/04/14,21:30,S2,Phyllostomidae,Artibeus,Artibeus.planirostris,male,94,32,68.6,adult,S,N/A,FS,FS2,edge,Highly.cluttered.space.canopy.frugivores
06/04/14,21:30,Q1,Phyllostomidae,Carollia,Carollia.benkeithi,male,24,12,33.8,adult,N/A,N/A,FS,FS2,stream,Highly.cluttered.space.gleaning.shrub.frugivores
06/04/14,21:30,Q1,Phyllostomidae,Phyllostomus,Phyllostomus.elongatus,male,52,18,66.5,adult,N/A,N/A,FS,FS2,stream,Highly.cluttered.space.gleaning.omnivores
06/04/14,21:30,S1,Phyllostomidae,Rhinophylla ,Rhinophylla.pumilio,female,26,16,35.5,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.shrub.frugivores
06/04/14,21:30,S1,Phyllostomidae,Rhinophylla ,Rhinophylla.pumilio,female,26,16,35,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.shrub.frugivores
06/04/14,21:30,B1,Phyllostomidae,Carollia,Carollia.brevicauda,female,28,12,38.7,adult,N/A,N/A,FS,FS2,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
06/04/14,21:30,B1,Phyllostomidae,Dermanura,Dermanura.anderseni,female,26,16,36,adult,N/A,N/A,FS,FS2,matrix,Highly.cluttered.space.canopy.frugivores
06/04/14,22:00,B2,Phyllostomidae,Artibeus,Artibeus.planirostris,female,70,11,68.7,adult,N/A,N/A,FS,FS2,matrix,Highly.cluttered.space.canopy.frugivores
06/04/14,22:30,B1,Phyllostomidae,Desmodus,Desmodus.rotundus,N/A,N/A,N/A,N/A,adult,N/A,N/A,FS,FS2,matrix,Highly.cluttered.space.gleaning.sanguivores
06/04/14,22:30,B1,Phyllostomidae,Desmodus,Desmodus.rotundus,N/A,N/A,N/A,N/A,adult,N/A,N/A,FS,FS2,matrix,Highly.cluttered.space.gleaning.sanguivores
06/04/14,23:00,S1,Phyllostomidae,Sturnira,Sturnira.magna,male,56,12,60.9,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.shrub.frugivores
06/04/14,23:30,Q1,Phyllostomidae,Carollia,Carollia.benkeithi,male,30,18,36.3,adult,N/A,N/A,FS,FS2,stream,Highly.cluttered.space.gleaning.shrub.frugivores
06/04/14,23:30,Q1,Phyllostomidae,Artibeus,Artibeus.planirostris,female,72,12,66.2,adult,N/A,N/A,FS,FS2,stream,Highly.cluttered.space.canopy.frugivores
06/04/14,23:30,S2,Phyllostomidae,Artibeus,Artibeus.obscurus,female,46,12,56.9,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.canopy.frugivores
06/04/14,23:30,S2,Phyllostomidae,Artibeus,Artibeus.obscurus,female,54,18,59,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.canopy.frugivores
06/04/14,23:30,B2,Phyllostomidae,Artibeus,Artibeus.planirostris,male,78,16,67.7,adult,N/A,N/A,FS,FS2,matrix,Highly.cluttered.space.canopy.frugivores
06/05/14,18:00,S1,Phyllostomidae,Phyllostomus,Phyllostomus.hastatus,female,N/A,N/A,N/A,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.omnivores
06/05/14,18:00,S1,Phyllostomidae,Phyllostomus,Phyllostomus.hastatus,female,N/A,N/A,N/A,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.omnivores
06/05/14,18:00,S1,Phyllostomidae,Phyllostomus,Phyllostomus.hastatus,female,N/A,N/A,N/A,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.omnivores
06/05/14,18:00,S1,Phyllostomidae,Phyllostomus,Phyllostomus.hastatus,male,N/A,N/A,N/A,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.omnivores
06/05/14,18:00,S1,Phyllostomidae,Phyllostomus,Phyllostomus.elongatus,male,N/A,N/A,66.3,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.omnivores
06/05/14,18:00,S1,Phyllostomidae,Phyllostomus,Phyllostomus.hastatus,female,N/A,N/A,N/A,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.omnivores
06/05/14,18:00,B2,Phyllostomidae,Carollia,Carollia.brevicauda,female,32,16,38.2,adult,N/A,N/A,FS,FS2,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
06/05/14,18:00,B2,Phyllostomidae,Carollia,Carollia.benkeithi,male,22,12,33.4,adult,N/A,N/A,FS,FS2,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
06/05/14,18:00,S1,Phyllostomidae,Carollia,Carollia.perspicillata,male,30,12,41.8,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.shrub.frugivores
06/05/14,18:00,Q1,Phyllostomidae,Carollia,Carollia.brevicauda,male,34,18,39,adult,N/A,N/A,FS,FS2,stream,Highly.cluttered.space.gleaning.shrub.frugivores
06/05/14,18:00,Q1,Phyllostomidae,Uroderma ,Uroderma.bilobatum,male,34,18,42.3,adult,N/A,N/A,FS,FS2,stream,Highly.cluttered.space.gleaning.shrub.frugivores
06/05/14,18:30,S2,Phyllostomidae,Carollia,Carollia.perspicillata,male,34,16,40.4,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.shrub.frugivores
06/05/14,20:00,S2,Phyllostomidae,Rhinophylla ,Rhinophylla.pumilio,female,26,16,34.3,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.shrub.frugivores
06/05/14,20:00,S1,Phyllostomidae,Artibeus,Artibeus.planirostris,female,78,16,68.1,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.canopy.frugivores
06/05/14,22:00,B2,Phyllostomidae,Lonchophylla ,Lonchophylla.thomasi,male,22,16,32.5,adult,N/A,N/A,FS,FS2,matrix,Highly.cluttered.space.gleaning.nectarivores
06/05/14,22:30,Q1,Phyllostomidae,Artibeus,Artibeus.planirostris,male,69,11,67.3,adult,N/A,N/A,FS,FS2,stream,Highly.cluttered.space.canopy.frugivores
06/05/14,23:00,S1,Phyllostomidae,Artibeus,Artibeus.planirostris,female,98,18,72.6,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.canopy.frugivores
06/05/14,23:00,Q2,Phyllostomidae,Phyllostomus,Phyllostomus.hastatus,male,128,40,82.5,adult,N/A,N/A,FS,FS2,stream,Highly.cluttered.space.gleaning.omnivores
06/05/14,23:00,S1,Phyllostomidae,Artibeus,Artibeus.obscurus,female,50,12,59.1,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.canopy.frugivores
06/05/14,23:30,S1,Phyllostomidae,Phyllostomus,Phyllostomus.hastatus,male,144,40,83.7,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.omnivores
06/05/14,23:00,B2,Phyllostomidae,Artibeus,Artibeus.planirostris,male,70,12,66,adult,N/A,N/A,FS,FS2,matrix,Highly.cluttered.space.canopy.frugivores
06/05/14,23:30,S1,Phyllostomidae,Phyllostomus,Phyllostomus.hastatus,female,141,N/A,85,adult,Pr,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.omnivores
06/06/14,18:00,Q2,Phyllostomidae,Carollia,Carollia.brevicauda,female,30,16,39.7,adult,N/A,N/A,FS,FS2,stream,Highly.cluttered.space.gleaning.shrub.frugivores
06/06/14,18:00,S1,Phyllostomidae,Trachops ,Trachops.cirrhosus,female,47,17,59.2,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.carnivores
06/06/14,18:00,S1,Phyllostomidae,Trachops ,Trachops.cirrhosus,female,47,12,58.7,adult,PD,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.carnivores
06/06/14,18:30,B1,Phyllostomidae,Mesophylla ,Mesophylla.macconnelli,N/A,N/A,N/A,N/A,adult,N/A,N/A,FS,FS2,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
06/06/14,18:30,B2,Phyllostomidae,Carollia,Carollia.perspicillata,female,33,17,43,adult,N/A,N/A,FS,FS2,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
06/06/14,18:30,B2,Phyllostomidae,Carollia,Carollia.benkeithi,female,22,12,35.3,adult,N/A,N/A,FS,FS2,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
06/06/14,19:00,B2,Phyllostomidae,Carollia,Carollia.perspicillata,male,29,11,41.4,adult,N/A,N/A,FS,FS2,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
06/06/14,19:30,B2,Phyllostomidae,Mesophylla ,Mesophylla.macconnelli,male,29,12,30.9,adult,N/A,N/A,FS,FS2,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
06/06/14,20:00,B2,Phyllostomidae,Carollia,Carollia.brevicauda,male,27,13,39,adult,N/A,N/A,FS,FS2,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
06/06/14,20:30,S1,Phyllostomidae,Carollia,Carollia.perspicillata,N/A,26,13,40.2,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.shrub.frugivores
06/06/14,21:30,Q1,Phyllostomidae,Dermanura,Dermanura.anderseni,female,29,17,36.4,adult,N/A,N/A,FS,FS2,stream,Highly.cluttered.space.canopy.frugivores
06/06/14,22:00,Q1,Phyllostomidae,Artibeus,Artibeus.planirostris,male,88,34,65.7,adult,N/A,N/A,FS,FS2,stream,Highly.cluttered.space.canopy.frugivores
06/06/14,23:00,S1,Phyllostomidae,Artibeus,Artibeus.planirostris,N/A,N/A,N/A,N/A,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.canopy.frugivores
06/06/14,23:00,S1,Phyllostomidae,Artibeus,Artibeus.planirostris,female,84,12,68.7,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.canopy.frugivores
06/06/14,23:30,S2,Phyllostomidae,Artibeus,Artibeus.lituratus,female,102,17,75.1,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.canopy.frugivores
06/06/14,23:00,Q2,Phyllostomidae,Sturnira,Sturnira.cf.luisi,male,42,18,46.7,adult,N/A,N/A,FS,FS2,stream,Highly.cluttered.space.gleaning.shrub.frugivores
06/06/14,23:00,Q1,Phyllostomidae,Carollia,Carollia.brevicauda,male,31,16,39.8,adult,N/A,N/A,FS,FS2,stream,Highly.cluttered.space.gleaning.shrub.frugivores
06/08/14,18:00,S1,Phyllostomidae,Phyllostomus,Phyllostomus.hastatus,N/A,N/A,N/A,N/A,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.omnivores
06/08/14,18:00,S1,Phyllostomidae,Trachops ,Trachops.cirrhosus,male,58,22,62.8,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.carnivores
06/08/14,18:30,Q2,Phyllostomidae,Rhinophylla ,Rhinophylla.fischerae,female,23,16,N/A,adult,N/A,N/A,FS,FS2,stream,Highly.cluttered.space.gleaning.shrub.frugivores
06/08/14,18:30,B1,Phyllostomidae,Phyllostomus,Phyllostomus.hastatus,male,98,16,81.7,adult,N/A,N/A,FS,FS2,matrix,Highly.cluttered.space.gleaning.omnivores
06/08/14,18:30,B1,Phyllostomidae,Artibeus,Artibeus.planirostris,male,72,18,65.9,adult,N/A,N/A,FS,FS2,matrix,Highly.cluttered.space.canopy.frugivores
06/08/14,18:30,B1,Phyllostomidae,Vampyriscus,Vampyriscus.brockii,male,24,16,32.1,adult,N/A,N/A,FS,FS2,matrix,Highly.cluttered.space.canopy.frugivores
06/08/14,19:00,S1,Phyllostomidae,Carollia,Carollia.brevicauda,male,28,12,40.3,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.shrub.frugivores
06/08/14,20:00,Q1,Phyllostomidae,Rhinophylla ,Rhinophylla.pumilio,female,22,10,35.1,adult,PD,N/A,FS,FS2,stream,Highly.cluttered.space.gleaning.shrub.frugivores
06/08/14,20:30,S2,Phyllostomidae,Rhinophylla ,Rhinophylla.pumilio,male,32,22,33.4,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.shrub.frugivores
06/08/14,20:30,B1,Phyllostomidae,Artibeus,Artibeus.lituratus,male,90,18,69.7,adult,N/A,N/A,FS,FS2,matrix,Highly.cluttered.space.canopy.frugivores
06/08/14,21:00,B2,Phyllostomidae,Artibeus,Artibeus.planirostris,female,72,16,66.6,adult,N/A,N/A,FS,FS2,matrix,Highly.cluttered.space.canopy.frugivores
06/08/14,22:00,Q2,Phyllostomidae,Carollia,Carollia.perspicillata,female,34,16,43.3,adult,N/A,N/A,FS,FS2,stream,Highly.cluttered.space.gleaning.shrub.frugivores
06/08/14,22:30,S1,Phyllostomidae,Phyllostomus,Phyllostomus.hastatus,N/A,N/A,N/A,N/A,adult,N/A,N/A,FS,FS2,edge,Highly.cluttered.space.gleaning.omnivores
