Date,Time,Mist.net,Family,Genus,Species,Sex,Weight.specimen.&.bag,Weight.bag,Forearm,Age,Reproductive.state,Deposit.code,Site.Category,Site.Code,Habitat,Guild
05/20/14,18:00,B1,Phyllostomidae,Carollia,Carollia.brevicauda,male,34,18,44.3,adult,N/A,N/A,F,F1,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
05/20/14,18:00,B2,Phyllostomidae,Rhinophylla ,Rhinophylla.pumilio,female,25,16,34,adult,N/A,N/A,F,F1,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
05/20/14,18:00,Q2,Phyllostomidae,Carollia,Carollia.perspicillata,male,32,15,40.8,adult,N/A,N/A,F,F1,stream,Highly.cluttered.space.gleaning.shrub.frugivores
05/20/14,18:00,Q2,Phyllostomidae,Rhinophylla ,Rhinophylla.pumilio,female,25,16,34.3,adult,N/A,N/A,F,F1,stream,Highly.cluttered.space.gleaning.shrub.frugivores
05/20/14,18:00,S2,Phyllostomidae,Rhinophylla ,Rhinophylla.pumilio,female,31,21,36.1,adult,N/A,N/A,F,F1,edge,Highly.cluttered.space.gleaning.shrub.frugivores
05/20/14,18:30,S1,Phyllostomidae,Artibeus,Artibeus.lituratus,male,N/A,N/A,74.7,adult,N/A,N/A,F,F1,edge,Highly.cluttered.space.canopy.frugivores
05/20/14,18:30,B1,Phyllostomidae,Carollia,Carollia.perspicillata,male,30,12,41.6,adult,N/A,N/A,F,F1,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
05/20/14,19:00,B2,Phyllostomidae,Desmodus,Desmodus.rotundus,N/A,N/A,N/A,N/A,adult,N/A,N/A,F,F1,matrix,Highly.cluttered.space.gleaning.sanguivores
05/20/14,19:30,S2,Phyllostomidae,Artibeus,Artibeus.obscurus,female,56,18,59.4,adult,N/A,N/A,F,F1,edge,Highly.cluttered.space.canopy.frugivores
05/20/14,20:00,B2,Phyllostomidae,Rhinophylla ,Rhinophylla.pumilio,female,21,11,34.7,adult,N/A,N/A,F,F1,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
05/20/14,20:30,S2,Phyllostomidae,Rhinophylla ,Rhinophylla.pumilio,male,28,18,34,adult,N/A,N/A,F,F1,edge,Highly.cluttered.space.gleaning.shrub.frugivores
05/20/14,20:30,Q2,Phyllostomidae,Artibeus,Artibeus.lituratus,female,90,11,72,adult,N/A,N/A,F,F1,stream,Highly.cluttered.space.canopy.frugivores
05/20/14,20:30,S1,Phyllostomidae,Artibeus,Artibeus.obscurus,female,56,15,61.3,adult,N/A,N/A,F,F1,edge,Highly.cluttered.space.canopy.frugivores
05/20/14,21:00,B1,Phyllostomidae,Rhinophylla ,Rhinophylla.pumilio,female,26,16,35,adult,N/A,N/A,F,F1,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
05/20/14,21:00,Q1,Phyllostomidae,Mesophylla ,Mesophylla.macconnelli,female,26,19,31.2,adult,N/A,N/A,F,F1,stream,Highly.cluttered.space.gleaning.shrub.frugivores
05/20/14,21:00,Q1,Phyllostomidae,Carollia,Carollia.perspicillata,male,29,13,42.8,adult,N/A,N/A,F,F1,stream,Highly.cluttered.space.gleaning.shrub.frugivores
05/20/14,21:00,Q2,Phyllostomidae,Artibeus,Artibeus.planirostris,female,76,N/A,66.8,adult,N/A,N/A,F,F1,stream,Highly.cluttered.space.canopy.frugivores
05/20/14,22:00,B1,Phyllostomidae,Rhinophylla ,Rhinophylla.pumilio,female,29,19,35,adult,N/A,N/A,F,F1,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
05/20/14,22:30,Q2,Phyllostomidae,Lonchophylla ,Lonchophylla.thomasi,female,24,16,31.7,adult,N/A,N/A,F,F1,stream,Highly.cluttered.space.gleaning.nectarivores
05/22/14,18:00,Q2,Phyllostomidae,Rhinophylla ,Rhinophylla.pumilio,female,24,14,34.3,adult,N/A,N/A,F,F1,stream,Highly.cluttered.space.gleaning.shrub.frugivores
05/22/14,18:30,S1,Phyllostomidae,Artibeus,Artibeus.lituratus,male,90,16,74,adult,S,N/A,F,F1,edge,Highly.cluttered.space.canopy.frugivores
05/22/14,20:30,S1,Phyllostomidae,Artibeus,Artibeus.planirostris,N/A,N/A,N/A,N/A,adult,N/A,N/A,F,F1,edge,Highly.cluttered.space.canopy.frugivores
05/22/14,22:00,B2,Phyllostomidae,Carollia,Carollia.perspicillata,female,30,12,41.6,adult,N/A,N/A,F,F1,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
05/22/14,22:00,S1,Phyllostomidae,Carollia,Carollia.perspicillata,female,28,10,40.6,adult,N/A,N/A,F,F1,edge,Highly.cluttered.space.gleaning.shrub.frugivores
05/22/14,23:00,Q1,Phyllostomidae,Artibeus,Artibeus.lituratus,male,104,14,73.6,adult,S,N/A,F,F1,stream,Highly.cluttered.space.canopy.frugivores
05/22/14,23:30,Q2,Phyllostomidae,Desmodus,Desmodus.rotundus,male,N/A,N/A,N/A,adult,N/A,N/A,F,F1,stream,Highly.cluttered.space.gleaning.sanguivores
05/22/14,23:30,S2,Phyllostomidae,Artibeus,Artibeus.planirostris,male,76,16,65.8,adult,N/A,N/A,F,F1,edge,Highly.cluttered.space.canopy.frugivores
05/22/14,23:30,B2,Phyllostomidae,Artibeus,Artibeus.obscurus,female,54,12,59,adult,N/A,N/A,F,F1,matrix,Highly.cluttered.space.canopy.frugivores
05/23/14,18:30,S1,Phyllostomidae,Artibeus,Artibeus.lituratus,male,82,15,71.5,adult,S,N/A,F,F1,edge,Highly.cluttered.space.canopy.frugivores
05/23/14,19:00,Q2,Phyllostomidae,Rhinophylla ,Rhinophylla.pumilio,female,25,17,33.7,adult,N/A,N/A,F,F1,stream,Highly.cluttered.space.gleaning.shrub.frugivores
05/23/14,19:30,Q1,Phyllostomidae,Artibeus,Artibeus.lituratus,male,89,15,71.4,adult,N/A,N/A,F,F1,stream,Highly.cluttered.space.canopy.frugivores
05/23/14,19:30,S1,Phyllostomidae,Artibeus,Artibeus.obscurus,female,60,19,59.7,adult,N/A,N/A,F,F1,edge,Highly.cluttered.space.canopy.frugivores
05/23/14,19:30,S1,Phyllostomidae,Artibeus,Artibeus.obscurus,female,60,14,60.3,adult,N/A,N/A,F,F1,edge,Highly.cluttered.space.canopy.frugivores
05/23/14,20:00,S2,Phyllostomidae,Rhinophylla ,Rhinophylla.pumilio,female,21,11,34.7,adult,N/A,N/A,F,F1,edge,Highly.cluttered.space.gleaning.shrub.frugivores
05/23/14,20:00,B2,Phyllostomidae,Carollia,Carollia.perspicillata,female,33,13,41.8,juvenil,N/A,N/A,F,F1,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
05/23/14,20:00,B1,Phyllostomidae,Artibeus,Artibeus.planirostris,female,74,15,67.2,adult,N/A,N/A,F,F1,matrix,Highly.cluttered.space.canopy.frugivores
05/23/14,21:00,Q2,Phyllostomidae,Artibeus,Artibeus.lituratus,female,102,44,72.4,adult,N/A,N/A,F,F1,stream,Highly.cluttered.space.canopy.frugivores
05/23/14,21:00,S1,Phyllostomidae,Artibeus,Artibeus.planirostris,N/A,75,12,68.3,adult,N/A,N/A,F,F1,edge,Highly.cluttered.space.canopy.frugivores
05/23/14,21:00,S1,Phyllostomidae,Artibeus,Artibeus.lituratus,male,112,35,77.8,adult,N/A,N/A,F,F1,edge,Highly.cluttered.space.canopy.frugivores
05/23/14,21:00,Q2,Phyllostomidae,Desmodus,Desmodus.rotundus,N/A,N/A,N/A,N/A,adult,N/A,N/A,F,F1,stream,Highly.cluttered.space.gleaning.sanguivores
05/23/14,22:30,B1,Phyllostomidae,Rhinophylla ,Rhinophylla.pumilio,female,27,17,34.4,adult,N/A,N/A,F,F1,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
05/23/14,22:30,S2,Phyllostomidae,Rhinophylla ,Rhinophylla.pumilio,female,20,11,34.5,subadult,N/A,N/A,F,F1,edge,Highly.cluttered.space.gleaning.shrub.frugivores
05/23/14,22:30,S2,Phyllostomidae,Carollia,Carollia.brevicauda,male,43,N/A,42.6,adult,N/A,N/A,F,F1,edge,Highly.cluttered.space.gleaning.shrub.frugivores
05/23/14,22:30,S2,Phyllostomidae,Rhinophylla ,Rhinophylla.pumilio,N/A,N/A,N/A,N/A,adult,N/A,N/A,F,F1,edge,Highly.cluttered.space.gleaning.shrub.frugivores
05/23/14,23:00,S2,Phyllostomidae,Artibeus,Artibeus.obscurus,female,54,15,60.3,adult,N/A,N/A,F,F1,edge,Highly.cluttered.space.canopy.frugivores
05/23/14,23:30,Q2,Phyllostomidae,Artibeus,Artibeus.planirostris,female,82,16,66.2,adult,N/A,N/A,F,F1,stream,Highly.cluttered.space.canopy.frugivores
05/23/14,23:30,S1,Phyllostomidae,Artibeus,Artibeus.planirostris,female,82,16,66.7,adult,N/A,N/A,F,F1,edge,Highly.cluttered.space.canopy.frugivores
05/24/14,18:30,B2,Phyllostomidae,Artibeus,Artibeus.obscurus,female,55,15,59.8,adult,N/A,N/A,F,F1,matrix,Highly.cluttered.space.canopy.frugivores
05/24/14,18:30,S1,Phyllostomidae,Artibeus,Artibeus.planirostris,male,85,29,63,adult,S,N/A,F,F1,edge,Highly.cluttered.space.canopy.frugivores
05/24/14,20:00,B2,Phyllostomidae,Artibeus,Artibeus.planirostris,male,79,29,67.6,adult,N/A,N/A,F,F1,matrix,Highly.cluttered.space.canopy.frugivores
05/24/14,20:00,B2,Phyllostomidae,Dermanura,Dermanura.anderseni,female,30,15,38,adult,"PD,Pde",N/A,F,F1,matrix,Highly.cluttered.space.canopy.frugivores
05/24/14,20:00,B2,Phyllostomidae,Desmodus,Desmodus.rotundus,N/A,N/A,N/A,N/A,adult,N/A,N/A,F,F1,matrix,Highly.cluttered.space.gleaning.sanguivores
05/24/14,20:30,Q1,Phyllostomidae,Artibeus,Artibeus.planirostris,female,83,15,71.5,adult,N/A,N/A,F,F1,stream,Highly.cluttered.space.canopy.frugivores
05/24/14,20:30,Q2,Phyllostomidae,Artibeus,Artibeus.lituratus,female,118,33,73.3,adult,N/A,N/A,F,F1,stream,Highly.cluttered.space.canopy.frugivores
05/24/14,20:30,S1,Phyllostomidae,Artibeus,Artibeus.planirostris,male,69,12,69,adult,N/A,N/A,F,F1,edge,Highly.cluttered.space.canopy.frugivores
05/24/14,21:00,Q2,Phyllostomidae,Artibeus,Artibeus.obscurus,female,55,18,59.4,adult,N/A,N/A,F,F1,stream,Highly.cluttered.space.canopy.frugivores
05/24/14,20:30,S1,Phyllostomidae,Artibeus,Artibeus.lituratus,male,95,22,74,adult,N/A,N/A,F,F1,edge,Highly.cluttered.space.canopy.frugivores
05/24/14,21:00,S1,Phyllostomidae,Artibeus,Artibeus.lituratus,female,80,15,69.7,adult,N/A,N/A,F,F1,edge,Highly.cluttered.space.canopy.frugivores
05/24/14,21:30,S1,Phyllostomidae,Sturnira,Sturnira.lilium,male,43,N/A,45.3,adult,N/A,N/A,F,F1,edge,Highly.cluttered.space.gleaning.shrub.frugivores
05/24/14,22:00,B2,Phyllostomidae,Artibeus,Artibeus.lituratus,female,76,10,71,adult,N/A,N/A,F,F1,matrix,Highly.cluttered.space.canopy.frugivores
05/24/14,21:30,B2,Phyllostomidae,Rhinophylla ,Rhinophylla.pumilio,female,26,17,35,adult,N/A,N/A,F,F1,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
05/24/14,21:30,B1,Phyllostomidae,Carollia,Carollia.perspicillata,male,29,11,42.5,adult,N/A,N/A,F,F1,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
05/24/14,21:30,B1,Phyllostomidae,Phyllostomus,Phyllostomus.hastatus,N/A,94,16,78.3,adult,N/A,N/A,F,F1,matrix,Highly.cluttered.space.gleaning.omnivores
05/24/14,22:30,Q2,Phyllostomidae,Rhinophylla ,Rhinophylla.pumilio,female,24,14,33.5,adult,N/A,N/A,F,F1,stream,Highly.cluttered.space.gleaning.shrub.frugivores
05/24/14,23:00,B1,Phyllostomidae,Carollia,Carollia.brevicauda,male,32,16,38.7,adult,N/A,N/A,F,F1,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
05/24/14,23:00,Q2,Phyllostomidae,Artibeus,Artibeus.lituratus,female,93,11,73.2,adult,N/A,N/A,F,F1,stream,Highly.cluttered.space.canopy.frugivores
05/24/14,23:00,Q2,Phyllostomidae,Rhinophylla ,Rhinophylla.pumilio,female,23,15,33.5,adult,N/A,N/A,F,F1,stream,Highly.cluttered.space.gleaning.shrub.frugivores
05/24/14,23:00,S2,Phyllostomidae,Artibeus,Artibeus.planirostris,female,78,17,67,adult,N/A,N/A,F,F1,edge,Highly.cluttered.space.canopy.frugivores
05/24/14,23:30,B2,Phyllostomidae,Carollia,Carollia.perspicillata,male,35,N/A,42.4,adult,N/A,N/A,F,F1,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,18:00,Q1,Phyllostomidae,Carollia,Carollia.benkeithi,male,35,21,35.7,adult,N/A,N/A,FS,FS1,stream,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,18:00,B1,Phyllostomidae,Phyllostomus,Phyllostomus.hastatus,female,114,17,83.4,adult,N/A,N/A,FS,FS1,matrix,Highly.cluttered.space.gleaning.omnivores
05/26/14,18:00,B2,Phyllostomidae,Carollia,Carollia.brevicauda,male,31,15,40.6,adult,N/A,N/A,FS,FS1,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,18:00,B2,Phyllostomidae,Artibeus,Artibeus.planirostris,male,76,15,66.6,adult,N/A,N/A,FS,FS1,matrix,Highly.cluttered.space.canopy.frugivores
05/26/14,18:00,B1,Phyllostomidae,Carollia,Carollia.brevicauda,male,31,16,40,adult,N/A,N/A,FS,FS1,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,18:00,S1,Phyllostomidae,Carollia,Carollia.perspicillata,female,31,15,42.3,adult,N/A,N/A,FS,FS1,edge,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,18:00,S1,Phyllostomidae,Mesophylla ,Mesophylla.macconnelli,male,24,16,30.2,adult,N/A,N/A,FS,FS1,edge,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,18:00,Q1,Phyllostomidae,Carollia,Carollia.benkeithi,female,22,10,36.6,adult,N/A,N/A,FS,FS1,stream,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,18:00,Q1,Phyllostomidae,Carollia,Carollia.perspicillata,male,31,11,43.2,adult,N/A,N/A,FS,FS1,stream,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,18:30,Q2,Phyllostomidae,Sturnira,Sturnira.lilium,female,33,10,45,adult,Pr,N/A,FS,FS1,stream,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,18:30,Q2,Phyllostomidae,Carollia,Carollia.brevicauda,female,30,16,38.4,adult,N/A,N/A,FS,FS1,stream,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,18:30,Q2,Phyllostomidae,Mesophylla ,Mesophylla.macconnelli,female,19,10,36,adult,N/A,N/A,FS,FS1,stream,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,18:30,Q2,Phyllostomidae,Carollia,Carollia.brevicauda,female,31,15,38.6,adult,N/A,N/A,FS,FS1,stream,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,18:30,Q2,Phyllostomidae,Carollia,Carollia.brevicauda,female,31,16,38.4,adult,N/A,N/A,FS,FS1,stream,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,19:00,B1,Phyllostomidae,Artibeus,Artibeus.planirostris,female,87,17,67.7,adult,N/A,N/A,FS,FS1,matrix,Highly.cluttered.space.canopy.frugivores
05/26/14,19:00,B1,Phyllostomidae,Carollia,Carollia.brevicauda,male,39,22,38.7,adult,N/A,N/A,FS,FS1,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,19:00,B1,Phyllostomidae,Phyllostomus,Phyllostomus.hastatus,female,99,16,83,adult,N/A,N/A,FS,FS1,matrix,Highly.cluttered.space.gleaning.omnivores
05/26/14,19:00,B1,Phyllostomidae,Carollia,Carollia.brevicauda,female,30,15,39,adult,N/A,N/A,FS,FS1,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,19:30,S1,Phyllostomidae,Artibeus,Artibeus.obscurus,female,54,15,60.5,adult,N/A,N/A,FS,FS1,edge,Highly.cluttered.space.canopy.frugivores
05/26/14,19:30,S2,Phyllostomidae,Artibeus,Artibeus.planirostris,male,65,11,66.5,adult,N/A,N/A,FS,FS1,edge,Highly.cluttered.space.canopy.frugivores
05/26/14,19:30,B2,Phyllostomidae,Rhinophylla ,Rhinophylla.pumilio,male,21,11,34,adult,S,N/A,FS,FS1,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,20:00,B1,Phyllostomidae,Carollia,Carollia.perspicillata,female,33,15,41.6,adult,N/A,N/A,FS,FS1,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,20:00,B1,Phyllostomidae,Carollia,Carollia.brevicauda,male,30,11,41.6,adult,S,N/A,FS,FS1,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,20:00,B2,Phyllostomidae,Carollia,Carollia.brevicauda,female,27,12,41.7,adult,N/A,N/A,FS,FS1,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,20:00,Q2,Phyllostomidae,Rhinophylla ,Rhinophylla.pumilio,female,32,22,34,adult,N/A,N/A,FS,FS1,stream,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,20:00,Q2,Phyllostomidae,Carollia,Carollia.perspicillata,male,32,12,N/A,adult,S,N/A,FS,FS1,stream,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,20:00,Q2,Phyllostomidae,Artibeus,Artibeus.planirostris,female,82,16,68.8,adult,N/A,N/A,FS,FS1,stream,Highly.cluttered.space.canopy.frugivores
05/26/14,20:30,Q2,Phyllostomidae,Carollia,Carollia.perspicillata,female,34,18,41,adult,N/A,N/A,FS,FS1,stream,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,20:30,Q1,Phyllostomidae,Artibeus,Artibeus.planirostris,male,70,10,67.3,adult,NS,N/A,FS,FS1,stream,Highly.cluttered.space.canopy.frugivores
05/26/14,21:00,Q2,Phyllostomidae,Artibeus,Artibeus.lituratus,female,78,12,76.3,adult,PD,N/A,FS,FS1,stream,Highly.cluttered.space.canopy.frugivores
05/26/14,21:00,Q1,Phyllostomidae,Carollia,Carollia.perspicillata,female,28,10,42.5,adult,N/A,N/A,FS,FS1,stream,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,21:00,B1,Phyllostomidae,Artibeus,Artibeus.planirostris,male,82,18,67.6,adult,S,N/A,FS,FS1,matrix,Highly.cluttered.space.canopy.frugivores
05/26/14,21:00,B1,Phyllostomidae,Artibeus,Artibeus.obscurus,male,48,16,57.3,subadult,N/A,N/A,FS,FS1,matrix,Highly.cluttered.space.canopy.frugivores
05/26/14,21:00,B2,Phyllostomidae,Lophostoma ,Lophostoma.silvicolum,N/A,40,12,55,adult,N/A,N/A,FS,FS1,matrix,Highly.cluttered.space.gleaning.insectivores
05/26/14,21:30,B2,Phyllostomidae,Rhinophylla ,Rhinophylla.pumilio,female,24,16,35.5,adult,N/A,N/A,FS,FS1,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,21:30,Q1,Phyllostomidae,Desmodus,Desmodus.rotundus,N/A,N/A,N/A,N/A,adult,N/A,N/A,FS,FS1,stream,Highly.cluttered.space.gleaning.sanguivores
05/26/14,21:30,S2,Phyllostomidae,Artibeus,Artibeus.planirostris,male,73,14,68.1,adult,N/A,N/A,FS,FS1,edge,Highly.cluttered.space.canopy.frugivores
05/26/14,21:30,S1,Phyllostomidae,Artibeus,Artibeus.planirostris,female,81,15,68.8,adult,N/A,N/A,FS,FS1,edge,Highly.cluttered.space.canopy.frugivores
05/26/14,21:30,S1,Phyllostomidae,Artibeus,Artibeus.planirostris,female,75,15,67.6,adult,N/A,N/A,FS,FS1,edge,Highly.cluttered.space.canopy.frugivores
05/26/14,21:30,Q2,Phyllostomidae,Carollia,Carollia.perspicillata,female,37,17,41.6,adult,N/A,N/A,FS,FS1,stream,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,21:30,Q2,Phyllostomidae,Sturnira,Sturnira.lilium,female,31,11,41,adult,N/A,N/A,FS,FS1,stream,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,21:30,Q2,Phyllostomidae,Carollia,Carollia.perspicillata,female,41,11,41.3,adult,N/A,N/A,FS,FS1,stream,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,21:30,Q2,Phyllostomidae,Carollia,Carollia.perspicillata,male,28,10,39.7,adult,N/A,N/A,FS,FS1,stream,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,21:30,B2,Phyllostomidae,Artibeus,Artibeus.lituratus,male,72,10,70.7,adult,N/A,N/A,FS,FS1,matrix,Highly.cluttered.space.canopy.frugivores
05/26/14,21:30,B1,Phyllostomidae,Artibeus,Artibeus.lituratus,female,87,22,67.6,adult,PD,N/A,FS,FS1,matrix,Highly.cluttered.space.canopy.frugivores
05/26/14,21:30,B1,Phyllostomidae,Carollia,Carollia.brevicauda,female,29,15,37.6,adult,N/A,N/A,FS,FS1,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,22:00,Q2,Phyllostomidae,Artibeus,Artibeus.lituratus,male,95,17,72.8,adult,N/A,N/A,FS,FS1,stream,Highly.cluttered.space.canopy.frugivores
05/26/14,22:00,Q2,Phyllostomidae,Artibeus,Artibeus.planirostris,female,76,16,66.1,adult,N/A,N/A,FS,FS1,stream,Highly.cluttered.space.canopy.frugivores
05/26/14,22:00,Q2,Phyllostomidae,Sturnira,Sturnira.lilium,male,32,11,44.3,adult,N/A,N/A,FS,FS1,stream,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,22:00,Q1,Phyllostomidae,Sturnira,Sturnira.magna,female,63,15,56.3,adult,PD,N/A,FS,FS1,stream,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,22:00,B1,Phyllostomidae,Carollia,Carollia.perspicillata,female,30,16,38.7,adult,N/A,N/A,FS,FS1,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,22:00,B1,Phyllostomidae,Carollia,Carollia.brevicauda,male,28,12,40.9,adult,N/A,N/A,FS,FS1,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,22:00,B1,Phyllostomidae,Carollia,Carollia.perspicillata,female,68,10,42.7,adult,N/A,N/A,FS,FS1,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,22:00,B1,Phyllostomidae,Artibeus,Artibeus.planirostris,male,78,14,65.2,adult,N/A,N/A,FS,FS1,matrix,Highly.cluttered.space.canopy.frugivores
05/26/14,22:00,B1,Phyllostomidae,Artibeus,Artibeus.planirostris,male,78,18,66,adult,S,N/A,FS,FS1,matrix,Highly.cluttered.space.canopy.frugivores
05/26/14,22:00,B2,Phyllostomidae,Artibeus,Artibeus.planirostris,male,74,12,66.5,adult,NS,N/A,FS,FS1,matrix,Highly.cluttered.space.canopy.frugivores
05/26/14,22:30,B2,Phyllostomidae,Carollia,Carollia.perspicillata,female,32,16,41,adult,N/A,N/A,FS,FS1,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,22:30,B2,Phyllostomidae,Artibeus,Artibeus.planirostris,male,72,16,67.5,adult,N/A,N/A,FS,FS1,matrix,Highly.cluttered.space.canopy.frugivores
05/26/14,23:00,Q2,Phyllostomidae,Artibeus,Artibeus.planirostris,female,98,32,68.3,adult,PD,N/A,FS,FS1,stream,Highly.cluttered.space.canopy.frugivores
05/26/14,23:00,Q2,Phyllostomidae,Artibeus,Artibeus.planirostris,male,82,22,65.3,adult,N/A,N/A,FS,FS1,stream,Highly.cluttered.space.canopy.frugivores
05/26/14,23:00,Q2,Phyllostomidae,Artibeus,Artibeus.obscurus,male,52,18,59.8,adult,N/A,N/A,FS,FS1,stream,Highly.cluttered.space.canopy.frugivores
05/26/14,23:00,Q2,Phyllostomidae,Artibeus,Artibeus.obscurus,female,50,12,57.1,adult,N/A,N/A,FS,FS1,stream,Highly.cluttered.space.canopy.frugivores
05/26/14,23:00,Q1,Phyllostomidae,Artibeus,Artibeus.obscurus,male,46,10,56,juvenile,N/A,N/A,FS,FS1,stream,Highly.cluttered.space.canopy.frugivores
05/26/14,23:00,Q1,Phyllostomidae,Artibeus,Artibeus.obscurus,female,50,16,55.8,adult,N/A,N/A,FS,FS1,stream,Highly.cluttered.space.canopy.frugivores
05/26/14,23:30,Q2,Phyllostomidae,Artibeus,Artibeus.planirostris,female,86,14,71.2,adult,N/A,N/A,FS,FS1,stream,Highly.cluttered.space.canopy.frugivores
05/26/14,23:30,Q2,Phyllostomidae,Artibeus,Artibeus.planirostris,male,80,10,68.9,adult,N/A,N/A,FS,FS1,stream,Highly.cluttered.space.canopy.frugivores
05/26/14,23:30,B2,Phyllostomidae,Desmodus,Desmodus.rotundus,N/A,N/A,N/A,N/A,adult,N/A,N/A,FS,FS1,matrix,Highly.cluttered.space.gleaning.sanguivores
05/26/14,23:30,B2,Phyllostomidae,Artibeus,Artibeus.planirostris,male,N/A,N/A,N/A,adult,N/A,N/A,FS,FS1,matrix,Highly.cluttered.space.canopy.frugivores
05/26/14,23:30,B2,Phyllostomidae,Rhinophylla ,Rhinophylla.pumilio,female,N/A,N/A,N/A,adult,N/A,N/A,FS,FS1,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,23:30,B2,Phyllostomidae,Carollia,Carollia.perspicillata,male,N/A,N/A,N/A,adult,N/A,N/A,FS,FS1,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
05/26/14,23:30,B1,Phyllostomidae,Desmodus,Desmodus.rotundus,N/A,N/A,N/A,N/A,adult,N/A,N/A,FS,FS1,matrix,Highly.cluttered.space.gleaning.sanguivores
05/27/14,18:00,Q1,Phyllostomidae,Carollia,Carollia.benkeithi,female,22,12,35.4,adult,N/A,N/A,FS,FS1,stream,Highly.cluttered.space.gleaning.shrub.frugivores
05/27/14,18:30,B2,Phyllostomidae,Artibeus,Artibeus.planirostris,female,70,16,67.3,adult,N/A,N/A,FS,FS1,matrix,Highly.cluttered.space.canopy.frugivores
05/27/14,18:30,B2,Phyllostomidae,Sturnira,Sturnira.lilium,female,38,16,44.6,adult,N/A,N/A,FS,FS1,matrix,Highly.cluttered.space.gleaning.shrub.frugivores
05/27/14,18:30,B2,Phyllostomidae,Artibeus,Artibeus.planirostris,male,74,15,69.7,adult,N/A,N/A,FS,FS1,matrix,Highly.cluttered.space.canopy.frugivores
05/27/14,19:00,B2,Phyllostomidae,Artibeus,Artibeus.planirostris,male,80,N/A,70.3,adult,N/A,N/A,FS,FS1,matrix,Highly.cluttered.space.canopy.frugivores
05/27/14,19:00,Q2,Phyllostomidae,Carollia,Carollia.brevicauda,female,30,15,39.9,adult,N/A,N/A,FS,FS1,stream,Highly.cluttered.space.gleaning.shrub.frugivores
05/27/14,19:00,Q2,Phyllostomidae,Artibeus,Artibeus.obscurus,female,N/A,N/A,60.5,adult,PD,N/A,FS,FS1,stream,Highly.cluttered.space.canopy.frugivores
05/27/14,19:00,S2,Phyllostomidae,Artibeus,Artibeus.obscurus,female,51,11,61.5,adult,N/A,N/A,FS,FS1,edge,Highly.cluttered.space.canopy.frugivores
05/27/14,19:00,S2,Phyllostomidae,Rhinophylla ,Rhinophylla.pumilio,female,26,17,35.3,subadult,N/A,N/A,FS,FS1,edge,Highly.cluttered.space.gleaning.shrub.frugivores
